"_0_Reviewer";"paper_title";"publication_year";"paper_doi";"publication_type";"author_affiliation_type";"country_studied";"country_studied_multiple";"country_studied_other";"author_in_country_studied";"disease";"objectives";"other_objective";"individual_representation";"individual_representation_othe";"space_representation";"model_structure";"model_structure_unclear_reason";"parametrization";"validation";"validation_other";"outbreak_type";"intervention_modelled";"intervention_modelled_other";"vax_modelled_with_non_vax";"is_vax_effective";"modelling_timing";"outcome_measured";"outcome_measured_other";"sensitivity_analysis";"data_used";"data_available";"simulation_code_available";"_index"
"james";"An approach to and web-based tool for infectious disease outbreak intervention analysis";"2017";"10.1038/srep46852";"original_research";"government_institutions";"none";"";"";"NA";"Influenza Measles";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"intervention_other";"Unclear";"no";"";"prospective";"outcome_other";"Cumulative infected";"yes";"no";"";"no";"237"
"james";"Analysis of a measles epidemic";"1993";"10.1002/sim.4780120307";"original_research";"academic_institutions government_institutions";"US";"";"";"yes";"Measles";"assess_impact_future";"";"compartments";"";"no";"deterministic stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"prospective";"outcome_other";"Cumulative cases";"no";"yes";"no";"no";"238"
"james";"Statistical inference in a stochastic epidemic SEIR model with control intervention: Ebola as a case study";"2006";"10.1111/j.1541-0420.2006.00609.x";"original_research";"academic_institutions";"CD";"";"";"no";"Ebola";"assess_impact_past";"";"compartments";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"compared_with_data";"";"real_outbreak";"intervention_other";"Interventions to reduce transmission";"no";"";"retrospective";"outbreak_duration_and_timing final_epidemic_size";"";"no";"yes";"no";"no";"239"
"james";"Behavioural response in educated young adults towards influenza A(H1N1)pdm09";"2014";"10.1017/S0950268814002714";"original_research";"academic_institutions government_institutions";"none";"";"";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"hypothetical_outbreak";"behavioural_change";"";"no";"";"prospective";"outcome_other";"R0";"no";"no";"";"no";"240"
"james";"The transmissibility and control of pandemic influenza a (H1N1) virus";"2009";"10.1126/science.1177373";"original_research";"academic_institutions government_institutions";"US";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"prospective";"attack_rate outcome_other";"R0";"yes";"yes";"no";"no";"241"
"james";"Epidemiological benefits of more-effective tuberculosis vaccines, drugs, and diagnostics";"2009";"10.1073/pnas.0901720106";"original_research";"academic_institutions government_institutions NGO";"other";"";"WHO Southeast Asia region";"no";"Tuberculosis";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"treatment vaccination intervention_other";"Diagnostics";"no";"";"prospective";"outcome_other";"Incidence, cumulative cases, cumulative deaths";"yes";"yes";"yes";"no";"242"
"james";"Designing public health policies to mitigate the adverse consequences of Rural-Urban migration via meta-population modeling";"2016";"10.1007/978-3-319-40413-4_12";"book_chapter";"academic_institutions";"none";"";"";"NA";"Measles";"assess_impact_future";"";"compartments";"";"yes";"deterministic stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"final_epidemic_size outcome_other";"Vaccine doses, peak magnitude";"no";"no";"";"no";"243"
"james";"Mathematical model and intervention strategies for mitigating tuberculosis in the Philippines";"2018";"10.1016/j.jtbi.2018.01.026";"original_research";"academic_institutions";"PH";"";"";"yes";"Tuberculosis";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"intervention_other";"Distancing from infectious individuals, Latent case finding, case holding, active case finding";"no";"";"prospective";"cost outcome_other";"Number of exposed and infectious individuals";"yes";"yes";"yes";"no";"244"
"james";"Asymptomatic carriers in transmission dynamics of dengue with control interventions*";"2020";"10.1002/oca.2551";"original_research";"academic_institutions government_institutions";"none";"";"";"NA";"Dengue";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"bednets larvicides treatment intervention_other";"Insect repellents";"no";"";"prospective";"outcome_other";"New infected vectors, incidence in hosts";"yes";"no";"";"no";"245"
"james";"Dynamics of the 2001 UK foot and mouth epidemic: Stochastic dispersal in a heterogeneous landscape";"2001";"10.1126/science.1065973";"original_research";"academic_institutions government_institutions";"GB";"";"";"yes";"FMD";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"culling vaccination";"";"yes";"no";"prospective";"outbreak_duration_and_timing final_epidemic_size outcome_other";"Total number of animals culled";"no";"yes";"no";"no";"246"
"james";"Modelling and analysis of influenza A (H1N1) on networks";"2011";"10.1186/1471-2458-11-S2-S9";"original_research";"academic_institutions government_institutions";"CN";"";"";"yes";"Influenza";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"vaccination";"";"no";"";"prospective";"final_epidemic_size";"";"no";"yes";"no";"no";"247"
"james";"Sequential Bayesian inference in hidden Markov stochastic kinetic models with application to detection and response to seasonal epidemics";"2014";"10.1007/s11222-013-9419-z";"original_research";"academic_institutions";"none";"";"";"NA";"Influenza";"assess_impact_future";"";"compartments";"";"no";"stochastic";"";"values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"intervention_other";"Direct measures to reduce infectiousness, e.g., quarantine, prophylactic measures to mitigate outbreak seasonality and morbidity";"no";"";"prospective";"campaign_duration final_epidemic_size cost outcome_other";"Peak magnitude, Number of times countermeasures are started, proportion of time that infected size is above a threshold number of infecteds";"no";"no";"";"no";"248"
"james";"Modeling the effect of public health resources and alerting on the dynamics of pertussis spread*";"2016";"10.1057/hs.2015.6";"original_research";"academic_institutions government_institutions";"US";"";"";"yes";"Pertussis";"assess_impact_future";"";"compartments";"";"no";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"compared_with_data";"";"hypothetical_outbreak";"contact_tracing vaccination";"";"no";"";"prospective";"outbreak_duration_and_timing final_epidemic_size outcome_other";"Number of contacts traced";"yes";"yes";"yes";"no";"249"
"james";"A model of the transmission of dengue fever with an evaluation of the impact of ultra-low volume (ULV) insecticide applications on dengue epidemics";"1992";"10.4269/ajtmh.1992.47.709";"original_research";"government_institutions";"none";"";"";"NA";"Dengue";"assess_impact_future";"";"compartments";"";"no";"deterministic";"";"values_from_literature values_from_guess_and_expert_opion";"model_not_validated";"";"hypothetical_outbreak";"intervention_other";"ultra-low volume (ULV) insecticide applications";"no";"";"prospective";"cases_averted timing_of_peak outcome_other";"peak magnitude, population immunity";"yes";"no";"";"no";"250"
"james";"Cholera epidemic in Haiti, 2010: using a transmission model to explain spatial spread of disease and identify optimal control interventions";"2011";"https://doi.org/10.7326/0003-4819-154-9-201105030-00334";"original_research";"academic_institutions";"HT";"";"";"no";"Cholera";"assess_impact_past assess_impact_future";"";"compartments";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"hygiene vaccination";"";"yes";"yes";"prospective";"outbreak_duration_and_timing final_epidemic_size timing_of_peak outcome_other";"Cumulative hospital cases, date of first reported cases";"no";"yes";"yes";"no";"251"
"james";"Evaluating vaccination strategies to control foot-and-mouth disease: A country comparison study";"2018";"https://doi.org/10.1017/s0950268818001243";"original_research";"academic_institutions government_institutions NGO";"multiple";"AU CA NZ GB US";"";"yes";"FMD";"assess_impact_future";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"compared_with_other_model_output";"";"hypothetical_outbreak";"vaccination intervention_other";"Stomping out";"yes";"yes";"prospective";"outbreak_duration_and_timing outcome_other";"Total number of infected premises";"no";"yes";"no";"no";"252"
"james";"Evidence for emergency vaccination having played a crucial role to control the 1965/66 foot-and-mouth disease outbreak in Switzerland";"2015";"https://doi.org/10.3389/fvets.2015.00072";"original_research";"academic_institutions government_institutions NGO";"CH";"";"";"yes";"FMD";"assess_impact_past";"";"agents";"";"yes";"stochastic";"";"values_from_literature values_from_guess_and_expert_opion";"compared_with_data";"";"real_outbreak";"contact_tracing culling travel_restriction vaccination intervention_other";"Surveillance";"yes";"yes";"retrospective";"outbreak_duration_and_timing outcome_other";"Number of animals culled, number of premises culled";"yes";"yes";"no";"no";"253"
"james";"Deriving effective vaccine allocation strategies for pandemic influenza: Comparison of an agent-based simulation and a compartmental model";"2017";"10.1371/journal.pone.0172261";"original_research";"academic_institutions government_institutions";"US";"";"";"yes";"Influenza";"assess_impact_future";"";"individuals_representation_other";"Compartments, Agents";"yes";"deterministic stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_other_model_output";"";"hypothetical_outbreak";"vaccination";"";"no";"";"prospective";"final_epidemic_size cost outcome_other";"Total deaths, years of life lost";"yes";"no";"";"no";"254"
"james";"Be-CoDiS: A Mathematical Model to Predict the Risk of Human Diseases Spread Between Countries—Validation and Application to the 2014–2015 Ebola Virus Disease Epidemic";"2015";"https://doi.org/10.1007/s11538-015-0100-x";"original_research";"academic_institutions";"other";"";"Global";"NA";"Ebola";"assess_impact_future";"";"compartments";"";"yes";"deterministic stochastic";"";"values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts";"compared_with_data";"";"real_outbreak";"hygiene isolation intervention_other";"Hospitalization";"no";"";"retrospective";"outcome_other";"Cumulative incidence, cumulative deaths";"yes";"yes";"yes";"yes";"255"
